"","Država","Leto","Spremenljivka","Vrednost"
"2062","Yemen",2016,"Life.Expectancy",0.31048
"2063","Madagascar",2016,"Life.Expectancy",0.37109
"2064","Tanzania",2016,"Life.Expectancy",0.357
"2065","Liberia",2016,"Life.Expectancy",0.23165
"2066","Guinea",2016,"Life.Expectancy",0.18829
"2067","Rwanda",2016,"Life.Expectancy",0.31865
"2068","Benin",2016,"Life.Expectancy",0.21028
"2069","Afghanistan",2016,"Life.Expectancy",0.17344
"2070","Togo",2016,"Life.Expectancy",0.24811
"2071","Syria",2016,"Life.Expectancy",0.62994
"2072","Burundi",2016,"Life.Expectancy",0.15747
"2073","Norway",2017,"Life.Expectancy",0.796666502952576
"2074","Denmark",2017,"Life.Expectancy",0.792565524578094
"2075","Iceland",2017,"Life.Expectancy",0.833552122116089
"2076","Switzerland",2017,"Life.Expectancy",0.858131289482117
"2077","Finland",2017,"Life.Expectancy",0.80915766954422
"2078","Netherlands",2017,"Life.Expectancy",0.810696125030518
"2079","Canada",2017,"Life.Expectancy",0.83455765247345
"2080","New Zealand",2017,"Life.Expectancy",0.816759705543518
"2081","Sweden",2017,"Life.Expectancy",0.830875158309937
"2082","Australia",2017,"Life.Expectancy",0.84388679265976
"2083","Israel",2017,"Life.Expectancy",0.83840399980545
"2084","Costa Rica",2017,"Life.Expectancy",0.759509265422821
"2085","Austria",2017,"Life.Expectancy",0.815328419208527
"2086","United States",2017,"Life.Expectancy",0.77428662776947
"2087","Ireland",2017,"Life.Expectancy",0.80978262424469
"2088","Germany",2017,"Life.Expectancy",0.798950731754303
"2089","Belgium",2017,"Life.Expectancy",0.818091869354248
"2090","Luxembourg",2017,"Life.Expectancy",0.845089495182037
"2091","United Kingdom",2017,"Life.Expectancy",0.805335938930511
"2092","Chile",2017,"Life.Expectancy",0.819479703903198
"2093","United Arab Emirates",2017,"Life.Expectancy",0.726798236370087
"2094","Brazil",2017,"Life.Expectancy",0.616552352905273
"2095","Czech Republic",2017,"Life.Expectancy",0.754444003105164
"2096","Argentina",2017,"Life.Expectancy",0.695137083530426
"2097","Mexico",2017,"Life.Expectancy",0.709978997707367
"2098","Singapore",2017,"Life.Expectancy",0.949492394924164
"2099","Malta",2017,"Life.Expectancy",0.821944236755371
"2100","Uruguay",2017,"Life.Expectancy",0.719216823577881
"2101","Guatemala",2017,"Life.Expectancy",0.540239989757538
"2102","Panama",2017,"Life.Expectancy",0.706156134605408
"2103","France",2017,"Life.Expectancy",0.844465851783752
"2104","Thailand",2017,"Life.Expectancy",0.647239029407501
"2105","Taiwan Province of China",2017,"Life.Expectancy",0.793984234333038
"2106","Spain",2017,"Life.Expectancy",0.888960599899292
"2107","Qatar",2017,"Life.Expectancy",0.710098087787628
"2108","Colombia",2017,"Life.Expectancy",0.595027923583984
"2109","Saudi Arabia",2017,"Life.Expectancy",0.590148329734802
"2110","Trinidad and Tobago",2017,"Life.Expectancy",0.519983291625977
"2111","Kuwait",2017,"Life.Expectancy",0.632105708122253
"2112","Slovakia",2017,"Life.Expectancy",0.712732911109924
"2113","Bahrain",2017,"Life.Expectancy",0.653133034706116
"2114","Malaysia",2017,"Life.Expectancy",0.618784427642822
"2115","Nicaragua",2017,"Life.Expectancy",0.653095960617065
"2116","Ecuador",2017,"Life.Expectancy",0.685636222362518
"2117","El Salvador",2017,"Life.Expectancy",0.596018552780151
"2118","Poland",2017,"Life.Expectancy",0.699475347995758
"2119","Uzbekistan",2017,"Life.Expectancy",0.498272627592087
"2120","Italy",2017,"Life.Expectancy",0.853144347667694
"2121","Russia",2017,"Life.Expectancy",0.547349333763123
"2122","Japan",2017,"Life.Expectancy",0.913475871086121
"2123","Lithuania",2017,"Life.Expectancy",0.62894994020462
"2124","Algeria",2017,"Life.Expectancy",0.617584645748138
"2125","Latvia",2017,"Life.Expectancy",0.638566970825195
"2126","South Korea",2017,"Life.Expectancy",0.900214076042175
"2127","Moldova",2017,"Life.Expectancy",0.589465200901031
"2128","Romania",2017,"Life.Expectancy",0.685158312320709
"2129","Bolivia",2017,"Life.Expectancy",0.473630249500275
"2130","Turkmenistan",2017,"Life.Expectancy",0.437726080417633
"2131","Kazakhstan",2017,"Life.Expectancy",0.606041550636292
"2132","North Cyprus",2017,"Life.Expectancy",0.834647238254547
"2133","Slovenia",2017,"Life.Expectancy",0.790828227996826
"2134","Peru",2017,"Life.Expectancy",0.630166113376617
"2135","Mauritius",2017,"Life.Expectancy",0.638007462024689
"2136","Cyprus",2017,"Life.Expectancy",0.84471470117569
"2137","Estonia",2017,"Life.Expectancy",0.695168316364288
"2138","Belarus",2017,"Life.Expectancy",0.637714266777039
"2139","Libya",2017,"Life.Expectancy",0.520169019699097
"2140","Turkey",2017,"Life.Expectancy",0.637605607509613
"2141","Paraguay",2017,"Life.Expectancy",0.579250693321228
"2142","Hong Kong",2017,"Life.Expectancy",0.943062424659729
"2143","Philippines",2017,"Life.Expectancy",0.468009054660797
"2144","Serbia",2017,"Life.Expectancy",0.65078467130661
"2145","Jordan",2017,"Life.Expectancy",0.604590058326721
"2146","Hungary",2017,"Life.Expectancy",0.687763452529907
"2147","Jamaica",2017,"Life.Expectancy",0.641022384166718
"2148","Croatia",2017,"Life.Expectancy",0.701288521289825
"2149","Kosovo",2017,"Life.Expectancy",0.541452050209045
"2150","China",2017,"Life.Expectancy",0.741415500640869
"2151","Pakistan",2017,"Life.Expectancy",0.402047783136368
"2152","Indonesia",2017,"Life.Expectancy",0.492345720529556
"2153","Venezuela",2017,"Life.Expectancy",0.617144227027893
"2154","Montenegro",2017,"Life.Expectancy",0.667464673519135
"2155","Morocco",2017,"Life.Expectancy",0.59771066904068
"2156","Azerbaijan",2017,"Life.Expectancy",0.540775775909424
"2157","Dominican Republic",2017,"Life.Expectancy",0.574873745441437
"2158","Greece",2017,"Life.Expectancy",0.810198903083801
"2159","Lebanon",2017,"Life.Expectancy",0.735081076622009
"2160","Portugal",2017,"Life.Expectancy",0.795843541622162
"2161","Bosnia and Herzegovina",2017,"Life.Expectancy",0.705186307430267
"2162","Honduras",2017,"Life.Expectancy",0.582569479942322
"2163","Macedonia",2017,"Life.Expectancy",0.644948184490204
"2164","Vietnam",2017,"Life.Expectancy",0.652168989181519
"2165","Nigeria",2017,"Life.Expectancy",0.0569157302379608
"2166","Tajikistan",2017,"Life.Expectancy",0.529235124588013
"2167","Bhutan",2017,"Life.Expectancy",0.495879292488098
"2168","Kyrgyzstan",2017,"Life.Expectancy",0.553457796573639
"2169","Nepal",2017,"Life.Expectancy",0.504130780696869
"2170","Mongolia",2017,"Life.Expectancy",0.557783484458923
"2171","South Africa",2017,"Life.Expectancy",0.187080070376396
"2172","Tunisia",2017,"Life.Expectancy",0.613212049007416
"2173","Palestinian Territories",2017,"Life.Expectancy",0.565666973590851
"2174","Egypt",2017,"Life.Expectancy",0.520187258720398
"2175","Bulgaria",2017,"Life.Expectancy",0.708217680454254
"2176","Sierra Leone",2017,"Life.Expectancy",0.00556475389748812
"2177","Cameroon",2017,"Life.Expectancy",0.132892116904259
"2178","Iran",2017,"Life.Expectancy",0.639333188533783
"2179","Albania",2017,"Life.Expectancy",0.731159746646881
"2180","Bangladesh",2017,"Life.Expectancy",0.533241033554077
"2181","Kenya",2017,"Life.Expectancy",0.309988349676132
"2182","Myanmar",2017,"Life.Expectancy",0.397522568702698
"2183","Senegal",2017,"Life.Expectancy",0.409362852573395
"2184","Zambia",2017,"Life.Expectancy",0.257835894823074
"2185","Iraq",2017,"Life.Expectancy",0.501180469989777
"2186","Gabon",2017,"Life.Expectancy",0.356578588485718
"2187","Ethiopia",2017,"Life.Expectancy",0.353409707546234
"2188","Sri Lanka",2017,"Life.Expectancy",0.625130832195282
"2189","Armenia",2017,"Life.Expectancy",0.637524425983429
"2190","India",2017,"Life.Expectancy",0.455427616834641
"2191","Mauritania",2017,"Life.Expectancy",0.285349279642105
"2192","Congo (Brazzaville)",2017,"Life.Expectancy",0.28995743393898
"2193","Georgia",2017,"Life.Expectancy",0.649546980857849
"2194","Congo (Kinshasa)",2017,"Life.Expectancy",0.191407024860382
"2195","Mali",2017,"Life.Expectancy",0.169365674257278
"2196","Ivory Coast",2017,"Life.Expectancy",0.0486421696841717
"2197","Cambodia",2017,"Life.Expectancy",0.429783403873444
"2198","Sudan",2017,"Life.Expectancy",0.290920823812485
"2199","Ghana",2017,"Life.Expectancy",0.295637726783752
"2200","Ukraine",2017,"Life.Expectancy",0.575903952121735
"2201","Uganda",2017,"Life.Expectancy",0.217632606625557
"2202","Burkina Faso",2017,"Life.Expectancy",0.215844258666039
"2203","Niger",2017,"Life.Expectancy",0.26850500702858
"2204","Malawi",2017,"Life.Expectancy",0.315089583396912
"2205","Chad",2017,"Life.Expectancy",0.0411347150802612
"2206","Zimbabwe",2017,"Life.Expectancy",0.196763753890991
"2207","Angola",2017,"Life.Expectancy",0.0498686656355858
"2208","Afghanistan",2017,"Life.Expectancy",0.180746778845787
"2209","Botswana",2017,"Life.Expectancy",0.341755509376526
"2210","Benin",2017,"Life.Expectancy",0.209930211305618
"2211","Madagascar",2017,"Life.Expectancy",0.375223308801651
"2212","Haiti",2017,"Life.Expectancy",0.277321130037308
"2213","Yemen",2017,"Life.Expectancy",0.310080915689468
"2214","Liberia",2017,"Life.Expectancy",0.229918196797371
"2215","Guinea",2017,"Life.Expectancy",0.194129139184952
"2216","Togo",2017,"Life.Expectancy",0.247105568647385
"2217","Rwanda",2017,"Life.Expectancy",0.326424807310104
"2218","Syria",2017,"Life.Expectancy",0.50053334236145
"2219","Tanzania",2017,"Life.Expectancy",0.364509284496307
"2220","Burundi",2017,"Life.Expectancy",0.151610791683197
"2221","Switzerland",2015,"Freedom",0.66557
"2222","Iceland",2015,"Freedom",0.62877
"2223","Denmark",2015,"Freedom",0.64938
"2224","Norway",2015,"Freedom",0.66973
"2225","Canada",2015,"Freedom",0.63297
"2226","Finland",2015,"Freedom",0.64169
"2227","Netherlands",2015,"Freedom",0.61576
"2228","Sweden",2015,"Freedom",0.6598
"2229","New Zealand",2015,"Freedom",0.63938
"2230","Australia",2015,"Freedom",0.65124
"2231","Israel",2015,"Freedom",0.41319
"2232","Costa Rica",2015,"Freedom",0.63376
"2233","Austria",2015,"Freedom",0.62433
"2234","Mexico",2015,"Freedom",0.48181
"2235","United States",2015,"Freedom",0.54604
"2236","Brazil",2015,"Freedom",0.49049
"2237","Luxembourg",2015,"Freedom",0.61583
"2238","Ireland",2015,"Freedom",0.61777
"2239","Belgium",2015,"Freedom",0.5845
"2240","United Arab Emirates",2015,"Freedom",0.64157
"2241","United Kingdom",2015,"Freedom",0.59625
"2242","Venezuela",2015,"Freedom",0.42908
"2243","Singapore",2015,"Freedom",0.54252
"2244","Panama",2015,"Freedom",0.5421
"2245","Germany",2015,"Freedom",0.61477
"2246","Chile",2015,"Freedom",0.44132
"2247","Qatar",2015,"Freedom",0.6404
"2248","France",2015,"Freedom",0.55011
"2249","Argentina",2015,"Freedom",0.44974
"2250","Czech Republic",2015,"Freedom",0.46364
"2251","Uruguay",2015,"Freedom",0.60362
"2252","Colombia",2015,"Freedom",0.53466
"2253","Thailand",2015,"Freedom",0.55664
"2254","Saudi Arabia",2015,"Freedom",0.31048
"2255","Spain",2015,"Freedom",0.45951
"2256","Malta",2015,"Freedom",0.60365
"2257","Taiwan",2015,"Freedom",0.3974
"2258","Kuwait",2015,"Freedom",0.55499
"2259","Trinidad and Tobago",2015,"Freedom",0.55884
"2260","El Salvador",2015,"Freedom",0.4035
"2261","Guatemala",2015,"Freedom",0.57733
"2262","Uzbekistan",2015,"Freedom",0.65821
"2263","Slovakia",2015,"Freedom",0.31751
"2264","Japan",2015,"Freedom",0.49615
"2265","South Korea",2015,"Freedom",0.33208
"2266","Ecuador",2015,"Freedom",0.48574
"2267","Bahrain",2015,"Freedom",0.45492
"2268","Italy",2015,"Freedom",0.26236
"2269","Bolivia",2015,"Freedom",0.57414
"2270","Moldova",2015,"Freedom",0.32818
"2271","Paraguay",2015,"Freedom",0.53899
"2272","Kazakhstan",2015,"Freedom",0.51649
"2273","Slovenia",2015,"Freedom",0.60855
"2274","Lithuania",2015,"Freedom",0.21342
"2275","Nicaragua",2015,"Freedom",0.55475
"2276","Peru",2015,"Freedom",0.41496
"2277","Belarus",2015,"Freedom",0.37938
"2278","Poland",2015,"Freedom",0.53122
"2279","Malaysia",2015,"Freedom",0.53024
"2280","Croatia",2015,"Freedom",0.25883
"2281","Libya",2015,"Freedom",0.41668
"2282","Russia",2015,"Freedom",0.36679
"2283","Jamaica",2015,"Freedom",0.50442
"2284","North Cyprus",2015,"Freedom",0.49027
"2285","Cyprus",2015,"Freedom",0.40672
"2286","Algeria",2015,"Freedom",0.28579
"2287","Kosovo",2015,"Freedom",0.24749
"2288","Turkmenistan",2015,"Freedom",0.4761
"2289","Mauritius",2015,"Freedom",0.56066
"2290","Hong Kong",2015,"Freedom",0.59608
"2291","Estonia",2015,"Freedom",0.44888
"2292","Indonesia",2015,"Freedom",0.46611
"2293","Vietnam",2015,"Freedom",0.59444
"2294","Turkey",2015,"Freedom",0.22815
"2295","Kyrgyzstan",2015,"Freedom",0.43477
"2296","Nigeria",2015,"Freedom",0.34334
"2297","Bhutan",2015,"Freedom",0.53206
"2298","Azerbaijan",2015,"Freedom",0.3703
"2299","Pakistan",2015,"Freedom",0.12102
"2300","Jordan",2015,"Freedom",0.40661
"2301","Montenegro",2015,"Freedom",0.1826
"2302","China",2015,"Freedom",0.51697
"2303","Zambia",2015,"Freedom",0.48827
"2304","Romania",2015,"Freedom",0.35068
"2305","Serbia",2015,"Freedom",0.20107
"2306","Portugal",2015,"Freedom",0.51469
"2307","Latvia",2015,"Freedom",0.29671
"2308","Philippines",2015,"Freedom",0.62545
"2309","Morocco",2015,"Freedom",0.41691
"2310","Macedonia",2015,"Freedom",0.33457
"2311","Albania",2015,"Freedom",0.35733
"2312","Bosnia and Herzegovina",2015,"Freedom",0.09245
"2313","Dominican Republic",2015,"Freedom",0.57672
"2314","Mongolia",2015,"Freedom",0.43626
"2315","Greece",2015,"Freedom",0.07699
"2316","Lebanon",2015,"Freedom",0.33916
"2317","Hungary",2015,"Freedom",0.32112
"2318","Honduras",2015,"Freedom",0.40148
"2319","Tajikistan",2015,"Freedom",0.47216
"2320","Tunisia",2015,"Freedom",0.26268
"2321","Palestinian Territories",2015,"Freedom",0.24499
"2322","Bangladesh",2015,"Freedom",0.4082
"2323","Iran",2015,"Freedom",0.30033
"2324","Ukraine",2015,"Freedom",0.25123
"2325","Iraq",2015,"Freedom",0
"2326","South Africa",2015,"Freedom",0.33207
"2327","Ghana",2015,"Freedom",0.42342
"2328","Zimbabwe",2015,"Freedom",0.25861
"2329","Liberia",2015,"Freedom",0.28531
"2330","India",2015,"Freedom",0.39786
"2331","Sudan",2015,"Freedom",0.10081
"2332","Haiti",2015,"Freedom",0.24425
"2333","Congo (Kinshasa)",2015,"Freedom",0.22605
"2334","Nepal",2015,"Freedom",0.38282
"2335","Ethiopia",2015,"Freedom",0.4345
"2336","Sierra Leone",2015,"Freedom",0.4084
"2337","Mauritania",2015,"Freedom",0.24232
"2338","Kenya",2015,"Freedom",0.42215
"2339","Armenia",2015,"Freedom",0.19847
"2340","Botswana",2015,"Freedom",0.49495
"2341","Myanmar",2015,"Freedom",0.44017
"2342","Georgia",2015,"Freedom",0.40577
"2343","Malawi",2015,"Freedom",0.43054
"2344","Sri Lanka",2015,"Freedom",0.53726
"2345","Cameroon",2015,"Freedom",0.49309
"2346","Bulgaria",2015,"Freedom",0.30587
"2347","Egypt",2015,"Freedom",0.17288
"2348","Yemen",2015,"Freedom",0.35571
"2349","Angola",2015,"Freedom",0.10384
"2350","Mali",2015,"Freedom",0.38857
"2351","Congo (Brazzaville)",2015,"Freedom",0.41466
"2352","Uganda",2015,"Freedom",0.45727
"2353","Senegal",2015,"Freedom",0.36772
"2354","Gabon",2015,"Freedom",0.31914
"2355","Niger",2015,"Freedom",0.47692
"2356","Cambodia",2015,"Freedom",0.66246
"2357","Tanzania",2015,"Freedom",0.32878
"2358","Madagascar",2015,"Freedom",0.19184
"2359","Chad",2015,"Freedom",0.23501
"2360","Guinea",2015,"Freedom",0.37725
"2361","Ivory Coast",2015,"Freedom",0.46866
"2362","Burkina Faso",2015,"Freedom",0.39493
"2363","Afghanistan",2015,"Freedom",0.23414
"2364","Rwanda",2015,"Freedom",0.59201
"2365","Benin",2015,"Freedom",0.4845
"2366","Syria",2015,"Freedom",0.15684
"2367","Burundi",2015,"Freedom",0.1185
"2368","Togo",2015,"Freedom",0.36453
"2369","Denmark",2016,"Freedom",0.57941
"2370","Switzerland",2016,"Freedom",0.58557
"2371","Iceland",2016,"Freedom",0.56624
"2372","Norway",2016,"Freedom",0.59609
"2373","Finland",2016,"Freedom",0.57104
"2374","Canada",2016,"Freedom",0.5737
"2375","Netherlands",2016,"Freedom",0.55211
"2376","New Zealand",2016,"Freedom",0.58147
"2377","Australia",2016,"Freedom",0.56837
"2378","Sweden",2016,"Freedom",0.58218
"2379","Israel",2016,"Freedom",0.36432
"2380","Austria",2016,"Freedom",0.54355
"2381","United States",2016,"Freedom",0.48163
"2382","Costa Rica",2016,"Freedom",0.55225
"2383","Germany",2016,"Freedom",0.53466
"2384","Brazil",2016,"Freedom",0.40425
"2385","Belgium",2016,"Freedom",0.51354
"2386","Ireland",2016,"Freedom",0.54008
"2387","Luxembourg",2016,"Freedom",0.5487
"2388","Mexico",2016,"Freedom",0.37709
"2389","Singapore",2016,"Freedom",0.4877
"2390","United Kingdom",2016,"Freedom",0.50036
"2391","Chile",2016,"Freedom",0.37789
"2392","Panama",2016,"Freedom",0.48927
"2393","Argentina",2016,"Freedom",0.42284
"2394","Czech Republic",2016,"Freedom",0.41418
"2395","United Arab Emirates",2016,"Freedom",0.56215
"2396","Uruguay",2016,"Freedom",0.54388
"2397","Malta",2016,"Freedom",0.54994
"2398","Colombia",2016,"Freedom",0.44735
"2399","France",2016,"Freedom",0.46562
"2400","Thailand",2016,"Freedom",0.49553
"2401","Saudi Arabia",2016,"Freedom",0.37904
"2402","Taiwan",2016,"Freedom",0.32377
"2403","Qatar",2016,"Freedom",0.56679
"2404","Spain",2016,"Freedom",0.37545
"2405","Algeria",2016,"Freedom",0.21006
"2406","Guatemala",2016,"Freedom",0.50379
"2407","Kuwait",2016,"Freedom",0.43166
"2408","Bahrain",2016,"Freedom",0.47375
"2409","Trinidad and Tobago",2016,"Freedom",0.48453
"2410","Venezuela",2016,"Freedom",0.19847
"2411","Slovakia",2016,"Freedom",0.23391
"2412","El Salvador",2016,"Freedom",0.37269
"2413","Malaysia",2016,"Freedom",0.39031
"2414","Nicaragua",2016,"Freedom",0.46582
"2415","Uzbekistan",2016,"Freedom",0.60848
"2416","Italy",2016,"Freedom",0.18827
"2417","Ecuador",2016,"Freedom",0.4027
"2418","Japan",2016,"Freedom",0.46761
"2419","Kazakhstan",2016,"Freedom",0.4052
"2420","Moldova",2016,"Freedom",0.25202
"2421","Russia",2016,"Freedom",0.32682
"2422","Poland",2016,"Freedom",0.4519
"2423","South Korea",2016,"Freedom",0.25168
"2424","Bolivia",2016,"Freedom",0.50961
"2425","Lithuania",2016,"Freedom",0.18929
"2426","Belarus",2016,"Freedom",0.29091
"2427","North Cyprus",2016,"Freedom",0.43596
"2428","Slovenia",2016,"Freedom",0.53164
"2429","Peru",2016,"Freedom",0.37502
"2430","Turkmenistan",2016,"Freedom",0.37408
"2431","Mauritius",2016,"Freedom",0.46145
"2432","Libya",2016,"Freedom",0.40672
"2433","Latvia",2016,"Freedom",0.27996
"2434","Cyprus",2016,"Freedom",0.29507
"2435","Paraguay",2016,"Freedom",0.46235
"2436","Romania",2016,"Freedom",0.36712
"2437","Estonia",2016,"Freedom",0.41511
"2438","Jamaica",2016,"Freedom",0.43597
"2439","Croatia",2016,"Freedom",0.23907
"2440","Hong Kong",2016,"Freedom",0.48079
"2441","Kosovo",2016,"Freedom",0.14396
"2442","Turkey",2016,"Freedom",0.23889
"2443","Indonesia",2016,"Freedom",0.39237
"2444","Jordan",2016,"Freedom",0.36023
"2445","Azerbaijan",2016,"Freedom",0.35327
"2446","Philippines",2016,"Freedom",0.54854
"2447","China",2016,"Freedom",0.44012
"2448","Bhutan",2016,"Freedom",0.46074
"2449","Kyrgyzstan",2016,"Freedom",0.40212
"2450","Serbia",2016,"Freedom",0.15718
"2451","Bosnia and Herzegovina",2016,"Freedom",0.09511
"2452","Montenegro",2016,"Freedom",0.15111
"2453","Dominican Republic",2016,"Freedom",0.52259
"2454","Morocco",2016,"Freedom",0.25646
"2455","Hungary",2016,"Freedom",0.1977
"2456","Pakistan",2016,"Freedom",0.14622
"2457","Lebanon",2016,"Freedom",0.26228
"2458","Portugal",2016,"Freedom",0.44727
"2459","Macedonia",2016,"Freedom",0.27668
"2460","Vietnam",2016,"Freedom",0.55954
"2461","Tunisia",2016,"Freedom",0.23553
"2462","Greece",2016,"Freedom",0.05822
"2463","Tajikistan",2016,"Freedom",0.43408
"2464","Mongolia",2016,"Freedom",0.35972
"2465","Nigeria",2016,"Freedom",0.27854
"2466","Honduras",2016,"Freedom",0.26755
"2467","Iran",2016,"Freedom",0.22544
"2468","Zambia",2016,"Freedom",0.42662
"2469","Nepal",2016,"Freedom",0.37012
"2470","Palestinian Territories",2016,"Freedom",0.17744
"2471","Albania",2016,"Freedom",0.31866
"2472","Bangladesh",2016,"Freedom",0.39778
"2473","Sierra Leone",2016,"Freedom",0.30685
"2474","Iraq",2016,"Freedom",0.24856
"2475","Cameroon",2016,"Freedom",0.42736
"2476","Ethiopia",2016,"Freedom",0.36703
"2477","South Africa",2016,"Freedom",0.42483
"2478","Sri Lanka",2016,"Freedom",0.50817
"2479","India",2016,"Freedom",0.40285
"2480","Myanmar",2016,"Freedom",0.42692
"2481","Egypt",2016,"Freedom",0.18847
"2482","Armenia",2016,"Freedom",0.14037
"2483","Kenya",2016,"Freedom",0.40576
"2484","Ukraine",2016,"Freedom",0.12859
"2485","Ghana",2016,"Freedom",0.40973
"2486","Congo (Kinshasa)",2016,"Freedom",0.15602
"2487","Georgia",2016,"Freedom",0.32461
"2488","Congo (Brazzaville)",2016,"Freedom",0.37938
"2489","Senegal",2016,"Freedom",0.31056
"2490","Bulgaria",2016,"Freedom",0.21219
"2491","Mauritania",2016,"Freedom",0.1268
"2492","Zimbabwe",2016,"Freedom",0.25429
"2493","Malawi",2016,"Freedom",0.4143
"2494","Sudan",2016,"Freedom",0
"2495","Gabon",2016,"Freedom",0.28098
"2496","Mali",2016,"Freedom",0.27544
"2497","Haiti",2016,"Freedom",0.12072
"2498","Botswana",2016,"Freedom",0.44089
"2499","Ivory Coast",2016,"Freedom",0.40663
"2500","Cambodia",2016,"Freedom",0.58852
"2501","Angola",2016,"Freedom",0.00589
"2502","Niger",2016,"Freedom",0.38041
"2503","Chad",2016,"Freedom",0.12807
"2504","Burkina Faso",2016,"Freedom",0.3337
"2505","Uganda",2016,"Freedom",0.43653
"2506","Yemen",2016,"Freedom",0.2287
"2507","Madagascar",2016,"Freedom",0.13684
"2508","Tanzania",2016,"Freedom",0.3176
"2509","Liberia",2016,"Freedom",0.25748
"2510","Guinea",2016,"Freedom",0.30953
"2511","Rwanda",2016,"Freedom",0.5432
"2512","Benin",2016,"Freedom",0.39747
"2513","Afghanistan",2016,"Freedom",0.1643
"2514","Togo",2016,"Freedom",0.34678
"2515","Syria",2016,"Freedom",0.06912
"2516","Burundi",2016,"Freedom",0.0432
"2517","Norway",2017,"Freedom",0.635422587394714
"2518","Denmark",2017,"Freedom",0.626006722450256
"2519","Iceland",2017,"Freedom",0.627162635326385
"2520","Switzerland",2017,"Freedom",0.620070576667786
"2521","Finland",2017,"Freedom",0.617950856685638
"2522","Netherlands",2017,"Freedom",0.585384488105774
"2523","Canada",2017,"Freedom",0.611100912094116
"2524","New Zealand",2017,"Freedom",0.614062130451202
"2525","Sweden",2017,"Freedom",0.612924098968506
"2526","Australia",2017,"Freedom",0.601607382297516
"2527","Israel",2017,"Freedom",0.405988603830338
"2528","Costa Rica",2017,"Freedom",0.580131649971008
"2529","Austria",2017,"Freedom",0.567766189575195
"2530","United States",2017,"Freedom",0.505740523338318
"2531","Ireland",2017,"Freedom",0.573110342025757
"2532","Germany",2017,"Freedom",0.562511384487152
"2533","Belgium",2017,"Freedom",0.539770722389221
"2534","Luxembourg",2017,"Freedom",0.59662789106369
"2535","United Kingdom",2017,"Freedom",0.508190035820007
"2536","Chile",2017,"Freedom",0.376895278692245
"2537","United Arab Emirates",2017,"Freedom",0.60834527015686
"2538","Brazil",2017,"Freedom",0.437453746795654
"2539","Czech Republic",2017,"Freedom",0.490946173667908
"2540","Argentina",2017,"Freedom",0.494519203901291
"2541","Mexico",2017,"Freedom",0.412730008363724
"2542","Singapore",2017,"Freedom",0.549840569496155
"2543","Malta",2017,"Freedom",0.588767051696777
"2544","Uruguay",2017,"Freedom",0.57939225435257
"2545","Guatemala",2017,"Freedom",0.531310617923737
"2546","Panama",2017,"Freedom",0.550026834011078
"2547","France",2017,"Freedom",0.470222115516663
"2548","Thailand",2017,"Freedom",0.580200731754303
"2549","Taiwan Province of China",2017,"Freedom",0.361466586589813
"2550","Spain",2017,"Freedom",0.408781230449677
"2551","Qatar",2017,"Freedom",0.604130983352661
"2552","Colombia",2017,"Freedom",0.477487415075302
"2553","Saudi Arabia",2017,"Freedom",0.449750572443008
"2554","Trinidad and Tobago",2017,"Freedom",0.518630743026733
"2555","Kuwait",2017,"Freedom",0.496337592601776
"2556","Slovakia",2017,"Freedom",0.295817464590073
"2557","Bahrain",2017,"Freedom",0.536746919155121
"2558","Malaysia",2017,"Freedom",0.402264982461929
"2559","Nicaragua",2017,"Freedom",0.447551846504211
"2560","Ecuador",2017,"Freedom",0.4551981985569
"2561","El Salvador",2017,"Freedom",0.432452529668808
"2562","Poland",2017,"Freedom",0.520342111587524
"2563","Uzbekistan",2017,"Freedom",0.658248662948608
"2564","Italy",2017,"Freedom",0.256450712680817
"2565","Russia",2017,"Freedom",0.373783111572266
"2566","Japan",2017,"Freedom",0.505625545978546
"2567","Lithuania",2017,"Freedom",0.234231784939766
"2568","Algeria",2017,"Freedom",0.233335807919502
"2569","Latvia",2017,"Freedom",0.325707912445068
"2570","South Korea",2017,"Freedom",0.257921665906906
"2571","Moldova",2017,"Freedom",0.240729048848152
"2572","Romania",2017,"Freedom",0.457003742456436
"2573","Bolivia",2017,"Freedom",0.558732926845551
"2574","Turkmenistan",2017,"Freedom",0.41827192902565
"2575","Kazakhstan",2017,"Freedom",0.437454283237457
"2576","North Cyprus",2017,"Freedom",0.471203625202179
"2577","Slovenia",2017,"Freedom",0.572575807571411
"2578","Peru",2017,"Freedom",0.450002878904343
"2579","Mauritius",2017,"Freedom",0.491247326135635
"2580","Cyprus",2017,"Freedom",0.355111539363861
"2581","Estonia",2017,"Freedom",0.479131430387497
"2582","Belarus",2017,"Freedom",0.295400261878967
"2583","Libya",2017,"Freedom",0.465733230113983
"2584","Turkey",2017,"Freedom",0.300740599632263
"2585","Paraguay",2017,"Freedom",0.473507791757584
"2586","Hong Kong",2017,"Freedom",0.490968644618988
"2587","Philippines",2017,"Freedom",0.585214674472809
"2588","Serbia",2017,"Freedom",0.208715528249741
"2589","Jordan",2017,"Freedom",0.418421149253845
"2590","Hungary",2017,"Freedom",0.175863519310951
"2591","Jamaica",2017,"Freedom",0.474307239055634
"2592","Croatia",2017,"Freedom",0.255772292613983
"2593","Kosovo",2017,"Freedom",0.260287940502167
"2594","China",2017,"Freedom",0.472787708044052
"2595","Pakistan",2017,"Freedom",0.23521526157856
"2596","Indonesia",2017,"Freedom",0.443323463201523
